Score,Name of the Person,Quote,Video Title,Link to Video,Timestamp
1,Rudy Rodriguez,we do each of these phases of the project right now,E3 Promotional Full,https://vimeo.com/221011985#t=346s,[05:46]
4,Klip Weaver,we wanted to build a company that people wanted to come to work for we wanted to build a company that our clients wanted to,E3 Promotional,https://vimeo.com/241542488#t=0s,[00:00]
6,Klip Weaver,call us back what we do is replace HVAC in mechanical systems we upgrade Lighting systems we retro commission and install control systems to make,E3 Promotional,https://vimeo.com/241542488#t=9s,[00:09]
5,Klip Weaver,buildings work right but that's what we do those are the tools that we used to accomplish the bigger picture and that being making classrooms,E3 Promotional,https://vimeo.com/241542488#t=20s,[00:20]
6,Klip Weaver,and Facilities more comfortable making them more efficient improving indoor air quality reducing the first maintenance we have a mindset that we wanted to bring,E3 Promotional,https://vimeo.com/241542488#t=30s,[00:30]
4,Don Meek,to the to the business and a culture that we wanted to bring to the business that is different than what you find in most,E3 Promotional,https://vimeo.com/241542488#t=42s,[00:42]
4,Don Meek,construction organizations typically you've got the get in get out mindset we really wanted to change that and we really wanted to do the right,E3 Promotional,https://vimeo.com/241542488#t=51s,[00:51]
4,Don Meek,things for the right reasons for the client we have four distinct areas of our company that we used to serve our clients this is,E3 Promotional,https://vimeo.com/241542488#t=62s,[01:02]
6,Don Meek,the mailman or sales engineering construction and project management in the Performance Management Group each of these areas is critical to the success of e3,E3 Promotional,https://vimeo.com/241542488#t=72s,[01:12]
6,Don Meek,having the engineering and Construction in house allows E3 to provide comprehensive programs in the design Bill world and on the project from start to,E3 Promotional,https://vimeo.com/241542488#t=83s,[01:23]
6,Hondo Inderendons,finish the design build function of the project made it easy for me to put a complicated issue in the hands of people experience to,E3 Promotional,https://vimeo.com/241542488#t=95s,[01:35]
5,Hondo Inderendons,see it through I mean I had to put my Stevie Wonder glasses on I mean it made a difference in an impact teachers were,E3 Promotional,https://vimeo.com/241542488#t=104s,[01:44]
8,Stetson Roane,talking about it quite a bit I mean and it saved us quite a bit of money they've been able to demonstrate time after time,E3 Promotional,https://vimeo.com/241542488#t=113s,[01:53]
10,Stetson Roane,and energy savings an on-time delivery and satisfied border trustees looking at getting the new upgrade LED upgrade HVAC upgrade and turn around and instead,E3 Promotional,https://vimeo.com/241542488#t=122s,[02:02]
4,Fernando Castillo,of paying the bill now we're paying the the money to pay for the actual construction and to pay for the upgrade honestly that's a,E3 Promotional,https://vimeo.com/241542488#t=134s,[02:14]
4,Fernando Castillo,win-win when we approach a project we understand that we have a scope of work the customer typically won't remember you for that what they,E3 Promotional,https://vimeo.com/241542488#t=144s,[02:24]
4,Fernando Castillo,pay for what they will typically remember you for is the value added is that you bring to the to the project which you'll never,E3 Promotional,https://vimeo.com/241542488#t=154s,[02:34]
5,Velma Rangel,hear is say is it's not my problem you will never hear a say it's not my problem we will find a solution no matter,E3 Promotional,https://vimeo.com/241542488#t=164s,[02:44]
1,Velma Rangel,whether we have questions or we've got any kind of issues they're always here to assist us 24/7 has been around for years even as,E3 Promotional,https://vimeo.com/241542488#t=172s,[02:52]
1,Velma Rangel,a principal and has an AP you heard a task 831 my question was always are we going to disrupt any classes we never disrupted,E3 Promotional,https://vimeo.com/241542488#t=182s,[03:02]
6,Rudy Rodriguez,any classes at night on the weekends and they were always on time I never had a problem with them and as far as I,E3 Promotional,https://vimeo.com/241542488#t=191s,[03:11]
4,Rudy Rodriguez,know we do it again I use them again cuz it is a good company that we never had nothing happens till something sold to,E3 Promotional,https://vimeo.com/241542488#t=200s,[03:20]
5,Rudy Rodriguez,do that you've got an engineer you've got an engineer correctly once this engineered you have to install it correctly and then once it's installed,E3 Promotional,https://vimeo.com/241542488#t=208s,[03:28]
1,Rudy Rodriguez,it has to work properly to accomplish our goals and accomplish the goals of the client we do each of these phases of the project,E3 Promotional,https://vimeo.com/241542488#t=219s,[03:39]
4,Rudy Rodriguez,right and our clients willingness to use this over and over again is a testament to that,E3 Promotional,https://vimeo.com/241542488#t=229s,[03:49]
5,Sonny Fletcher,we're about to give three different perspectives and really three different stories of problems the school district's face when it comes to facility renovation we're,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=0s,[00:00]
5,Sonny Fletcher,hoping that this is going to give you guys some ideas on how to tackle problems that every school district deals with every school district,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=12s,[00:12]
4,Sonny Fletcher,deals with a couple of different things there's a often a lack of resources time is is a problem and maybe if I have the,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=22s,[00:22]
4,Sonny Fletcher,money and the time I might not have the expertise to get the ball rolling so we're going to go through three different perspectives on,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=31s,[00:31]
5,Sonny Fletcher,how to get some projects rolling and the best practices in doing there's a famous quote from Thomas Edison that there's a better way we,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=41s,[00:41]
5,Sonny Fletcher,are trying to find the better way constantly and we really believe that all school districts want to find the better way as well if,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=51s,[00:51]
4,Sonny Fletcher,they're willing to search if they're willing to think about things and maybe a little bit of a different way so the three different perspectives,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=60s,[01:00]
4,Sonny Fletcher,that we're going to share come from Katy ISD is Chad Corbett and Galena Park ISD Sunny Fletcher and Liberty ISD which is the superintendent,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=71s,[01:11]
6,Sonny Fletcher,Cody Abshire now all three of these schools are very different and the needs of their students the funding mechanisms and the needs of these,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=81s,[01:21]
6,Sonny Fletcher,projects I'll describe each one is that Katie ISD was really wanting to figure out the best way to retrofit LED lights Katy ISD has,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=92s,[01:32]
5,Sonny Fletcher,millions of square feet in their particular instance they wanted to or they were able to use Bond dollars this was a bond project that,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=101s,[01:41]
7,Sonny Fletcher,had been passed multiple years ago they wanted to find the most effective and efficient way to install LED lights Galena Park again was a,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=111s,[01:51]
7,Sonny Fletcher,bond project and they were going to it was an HVAC project at a very old elementary school lots of different complications multiple different kinds,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=121s,[02:01]
6,Sonny Fletcher,of systems on this Elementary School that they were going to renovate the HVAC system and they were trying to figure out what is the,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=132s,[02:12]
5,Sonny Fletcher,best most effective way to get that done and there is they decided to choose design build which they hadn't done period system using a,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=142s,[02:22]
7,Sonny Fletcher,through it wasn't a bond project they had multiple different issues with HVAC and lighting and controls and their buildings the way that they perceive,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=152s,[02:32]
6,Sonny Fletcher,them were very inefficient that used a lot of energy and they weren't comfortable they had uncomfortable buildings and so they were looking for ways,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=163s,[02:43]
5,Sonny Fletcher,to fund a project that could fix HVAC and not just fix it but fix the environment make the environment feel better and more of,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=174s,[02:54]
9,Sonny Fletcher,a comfortable learning environment and then but also save money so it was fix it fix it the best way to save money and they,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=183s,[03:03]
